id,brand,title,description,price,cluster_id,pricecurrency,page_url
2888,Maxxis,Maxxis Maxxis Ardent Race Tire 27.5,,83.74,2432,,
2889,,Xiaomi Redmi Note 8 64GB - Neptune Blue,"Pekskärmsmobil, dual-SIM, 4G LTE, 64 GB, microSDXC slot, GSM, 6.3\"", 2340 x 1080 pixlar, RAM 4 GB (13 MP främre kamera), 4x bakre kameror, Android, neptunblå",2190.00,2432,,
2890,,Jabra Evolve 75 UC Stereo Headset | 7599-838-199,"Jabra Evolve 75 UC Stereo Headset: MSRP $346.00. Call for pricing. Compatible with PC's, Bluetooth tablets and mobile phones Active Noice Cancellation (ANC) helps you hear better Professional wireless headset with dual connectivity Being mobile willimprove your efficiency on every call Amazing music listening experience with HiFi stereo sound Up to 100 feet of Bluetooth wireless range Get up to 18 hours of talk time on a single charge Integrated busy light reduces co-worker interruptions Includes charging stand for ease of charging*Get $20-40/unit for Trade-Ins Through December 30, 2020*",346.00,2432,,
2891,Brother,Brother TN-230M Toner Magenta,Original Brother TN-230M Toner fr Ihren Laserdrucker.,63.21,2432,,
2892,,SMARTPHONE XIAOMI REDMI NOTE 8PRO 6.53´´FHD+6GB/64GB 4G-LTE DSIM A9.0 BLANCO,,208.50,2432,,
2893,,Replica Tag Heuer Formula 1 Automatic Black Dial Men's Watch,"It will be the best choice of buy AAA quality Replica Tag Heuer Formula 1 Automatic Black Dial Men's Watch,imitation Tag Heuer Formula 1 WAZ2012.BA0842 online,all the watch was 1:l imitated with perfect functions.More detail:Stainless steel case with a stainless steel bracelet. Uni-directional rotating stainless steel bezel. Black dial with luminous silver-tone hands and index hour markers. An Arabic numeral appears at the 12 o'clock position. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Small seconds subdials. Tag Heuer Calibre 6 automatic movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case size: 43 mm. Round case shape. Deployment clasp with a push button release. Functions: date, hour, minute, second. Dress watch style About our replica Tag Heuer Formula 1 WAZ2012.BA0842:Grade:AAASimilarity above 98%case and strap use the same materials make all details perfect.If you need Box,need add $25Some other options,please Contact us.Top grade imitation Tag Heuer Formula 1 Automatic Black Dial Men's Watch,replica Tag Heuer Formula 1 WAZ2012.BA0842 on sale at watchesyo.co with best service SSL credit card payment.",124.2,2432,,
2894,,CM Case MasterBox Lite 5,CM Case MasterBox Lite 5 Kucista,144.00,2432,,
2895,Swiss Military Hanowa,Relógio Swiss Military Hanowa06-6278.04.001.07 Navalus,Swiss Ladies Watch with DayDate,219.95,2432,,
2896,,Giselle Euro Foam Mattress - Single,FeaturesGiselle Bedding - Premier SeriesPlush Euro Top padding5 zoned pocket springs - Different level of supportIndependent coil system - Excellent support and sublime comfort6 working turn coil systemHigh density foamMedium firmnessHypo - allergic materialLuxury knitted jacquard fabricSide handles for positioningVacuum packaging: Item will expand to its normal shape within 1 day after unpacking.SpecificationsSize: SingleNumber of coils: 450Firmness: 5.0/ MediumThickness: 31cmDimension: 190 x 91 x 31cmPackage Contents1 x Euro Top Mattress,219.00,2432,,
2897,,Sony Alpha a9 II Mirrorless Digital Camera (Body Only),"24.2MP Full-Frame Exmor RS CMOS Sensor BIONZ X Image Processor & Front-End LSI 693-Point Phase-Detection AF System Up to 20 fps Shooting, ISO 100-204800 UHD 4K30p Video, Real-Time Eye AF Blackout-Free Quad-VGA 3.7m-Dot OLED EVF 3.0\"" 1.44m-Dot Tilting Touchscreen LCD 5-Axis SteadyShot INSIDE Stabilization Dual UHS-II SD Card Slots, Voice Memos 5 GHz Wi-Fi, 1000BASE-T Ethernet",6799.00,2432,,
2898,Corsair,Corsair Fan ML140 RGB LED PWM Single Pack Magnetic Levitation,Corsair Fan ML140 RGB LED PWM Single Pack Magnetic Levitation,0,2432,,
2899,,Victron Energy MultiPlus 12/3000/120-50 120V,Full SpecificationsPart Number : PMP123021102Manufacturer : Victron EnergyOutput Wave Form : Pure Sine WaveVoltage (V) : 12Watts : 2400Charge Current House Battery (Amps) : 120Input Voltage : 120VCharge Starter Battery (Amps) : 4Length (Mm) : 218Width (Mm) : 258Height Inc Terminals (Mm) : 362Remote Control : YesUPS : YesManufactured Weight (Kg) : 18Frequency (Hz) : 60HzWarranty : 5 Years,1454.00,2432,,
2900,Canon,Canon RF 85mm f/1.2L USM Lens,"RF-Mount Lens/Full-Frame FormatAperture Range: f/1.2 to f/16Blue Spectrum Refractive Optics ElementOne UD Element, One Aspherical ElementAir Sphere CoatingRing-Type Ultrasonic Motor AF SystemCustomizable Control RingRounded 9-Blade Diaphragm",46915,2432,,
2901,,GoPro Dual Battery Charger + Akumulator do Max,,299,2432,,
2902,Fujifilm,Fujifilm Xf 16mm F/2.8 Wr Silver,,42904,2432,,
2903,,"HP Color LaserJet Professional CP5225dn /A3,20ppm","HP Color LaserJet Professional CP5225dn /A3,20ppm",44096.00,2432,,
2904,Corsair,4GB Corsair Vengeance LPX schwarz DDR4-2400 DIMM CL16 Single,,24.99,2432,,
2905,,Dymo RhinoPRO Industrial Tape 1500 WT Coloured Vinyl 12mm White Ref 18444 S0718600,"Industrial vinyl labelling tapeDesigned for Rhino label makersMade from strong vinyl: flexible and chemical-resistantIndustrial-strength adhesive for heavy duty useCompatible with Rhino 4200, 5200 and 6000Supplied on 5.5m rollWhite text on a black backgroundWidth: 12mm",13.99,2432,,
2906,,RAM Mount Universal Yoke Clamp [RAP-B-121BU],RAM Mount Universal Yoke Clamp [RAP-B-121BU],20.49,2432,,
2907,Kingston,Kingston HyperX Fury 16GB DDR4 3200MHz CL16 Ram,,655.92,2432,,
2908,,3M - PF15.0 PRIVACY FILTER BLACK,3M PF15.0 PRIVACY FILTER BLACK (98044054033) - Typ: Skärmskydd,900.00,2432,,
2909,SEIKO WATCH,seiko prospex padi special edition automatic divers stainless steel watch,SEIKO PROSPEX PADI SPECIAL EDITION AUTOMATIC DIVERS STAINLESS STEEL WATCHMOVEMENT TYPE:MechanicalMOVEMENT CALIBRE:4R36BAND TYPE:Stainless Steel BraceletCLASP TYPE:Z-ClaspDIAL COLOUR:BlueWATER RESISTANCE (Metres):200CASE WIDTH:45mmCASE DEPTH:10mmGLASS TYPE:Sapphire CrystalDATE FUNCTION:Day and DateSTONE TYPE:,495.0,2432,,
2910,,Asus PRIME B450-PLUS AM4 DDR4 ATX Motherboard,"Socket AM4, 2nd Generation Ryzen, DDR4, ATX Form Factor, Ryzen 3000 Ready",84.99,2432,,
2911,Manfrotto,Manfrotto XPRO Magnesium Ball Head with Arca Plate,"Outstanding performance and security for your camera gear. The Manfrotto XPRO Ball Head, with its stand-out design and innovative technical features, gives you guaranteed security when shooting with heavy camera gear. It has an effective triple locking system to keep your device stable, and three wedges that prevent drift by enclosing and locking the sphere.Look forward to shake-free shots every time you shoot with this tripod head. With two levelling bubbles you can make quick adjustments with the locking knobs open, and keep your camera perfectly balanced with the friction control. Frame and shoot with greater flexibility, and achieve much sharper images that will help you stand out from the crowd.The XPRO Ball Head offers remarkable portability for photographers on the go. It has a sturdy yet lightweight magnesium body that is only 0.52kg. However, it can support a very impressive payload of up to 10kg so you can use it with a wide variety of devices. The new polymer rings also represent a substantial improvement on previous versions, and ensure smoother, more accurate camera movement without unpleasant grease.For a fast, effortless setup, this camera is inserted from above rather than from the side. A safety mechanism is released when the plate engages with the clamp, which prevents your equipment from falling and becoming damaged.The Manfrotto XPRO Ball Head includes an innovative Arca-Swiss-compatible MSQ6PL plate and a Top Lock, and has been manufactured to high standards in Italy.",406,2432,,
2912,,Zebra 800077-701 Black Monochrome Ribbon for the ZXP7 Printers - 2500 Prints,"Zebra 800077-701 Black Monochrome Ribbon for the ZXP7 Printers - 2500 PrintsAffordable black resin ribbon for Zebra ZXP 7 printersZebra 800077-701 Resin Black (\""K\"") ribbons are monochrome or single-color ribbons.Zebra 800077-701 black monochrome ribbons are primarily used for printing text, single-color line art or barcodes on one or both sides of a plastic card using a Zebra ZXP Series 7 Card Printer.Zebra ribbons are printer specific. To maximize card quality and to extend your Zebra printer's life expectancy and durability, use only genuine Zebra ribbons.Additional Information:Panels: Black MonochromeRibbon: IX SeriesPrints/Roll: 2500Supported Printer: Zebra ZXP Series 7Zebra ribbons are printer specific. To maximize card quality and your Zebra printer's life expectancy and durability, use only genuine Zebra ribbons.",33.33,2432,,
2913,Sapphire,Sapphire Radeon RX 5500 XT Pulse 4G,,1599,2432,,
2914,RAM,"RAM Aluminium Rail Mount 1.5\"" Ball (RAM-271U-12)","Aluminium rail clamp mount with 1.5\"" (38mm) ball.Suitable for rails between 1.25\"" to 1.88\"" diameter.",69.00,2432,,
2915,TP-LINK,TP-LINK 8-Port Gigabit Desktop/ Rackmount Switch with 8-Port PoE,"8-Port Gigabit Desktop/ Rackmount Switch with 8-Port PoE. The TL-SG1008MP is an 8-Port Gigabit Desktop/Rack mountable Switch with all 8 ports supporting the IEEE 802.3af/at, PoE+ standard. It provides a simple way to expand a wired network by transferring power and data over a single Ethernet Cable. With a total power budget of 126W, up to 30W per port, TL-SG1008MP can power more high-powered devices such as wireless Access Points (APs), IP Cameras or IP Phones. Moreover, with innovative energy-efficient technology, the TL-SG1008MP reduces power consumption, making it an eco-friendly solution for your business network.",99.99,2197,,
2916,,"T6924,(110 )Epson SureColor SC-T3000/T5000/T7000",,5270,2432,,
2917,Shimano,"M786 SHADOW PLUS: N/A, SGS","Shimano's Deore XT Rear Derailleur uses cold-forged construction and cutting edge technology to deliver crisp shifting, real-world reliability, and trademark precision. Plus-type derailleurs use a lever-actuated clutch spring to prevent chain slap, reduce noise while on the trail, and improve chain engagement when riding over rough terrain. Sealed pulley bearings keep things spinning smoothly, and wide plate construction prevents the derailleur from getting clogged with mud and debris.",99.99,2432,,
2918,,Cisco Catalyst 48port 10/100/1000 Ethernet and 2x10G Uplink ports,Cisco Catalyst 48port 10/100/1000 Ethernet and 2x10G Uplink ports,,2432,,
2919,,Samsung Portable SSD T7 2TB,"Samsung Portable SSD T7 2TB, Blue",739.92,2432,,
2920,RAM,RAM Triple Suction Cup Mount (RAP-365-224-1BU),"RAM® Triple Suction Cup MountThe RAP-365-224-1BU consists of a triple 3.3\"" twist lock suction cup base with plate that contains the universal AMPs hole pattern.The suction cup is designed to have an extra strong hold on any smooth non-porous surface, but for best result, mount the suctioncup on a glass or non-porous plastic surface.",66.00,2432,,
2921,,"HP LaserJet Enterprise M553dn (A4) Colour Laser Duplexer+Networked Printer 1GB 4-Line LCD 38ppm (Mono) 38ppm (Colour) 80,000 (MDC)","Speed and colour are the perfect pair for your business. That's why this energy-efficient printer and Original HP Toner cartridges with JetIntelligence combine to produce vibrant, professional-quality documents right when employees need them. Manage jobs and settings quickly with the 4-line colour display and use the 10-key pad for PIN printing. Consistently print high-quality documents across a variety of media - including A5 - with automatic media sensing. Count on professional quality at fast speeds - HP ColorSphere 3 toner works best with your HP printer. Help ensure the authentic HP quality you paid for with anti-fraud and cartridge authentication technology.",4.2032E2,2432,,
2922,,Black Set of 2 Outdoor Wicker Sun Lounges Bed Patio Sofa Chair Sunbed,"Made from PE wicker the sun lounge can be adjusted to four different angles.Features:* Beautiful black PE wicker with lavender grey pillow * Elegant curve design * 4 Adjustable back angle * Heavy duty and anti-rust aluminium frame * UV resistant PE wicker * All-weather head pillow for added comfort * Removable and washable pillow covers * Can be a fully flat bed Specifications:* Material: PE wicker * Pillow material: Waterproof fabric * Back height: Adjustable * Frame colour: Black * Pillow colour: Lavender Grey Package Content:2 x Wicker Sun Lounge2 x Head Pillow*We do not deliver some bulky items to remote areas, NT and WA. If in doubt please contact us before buying.",383.9,2432,,
2923,,ASUS TUF X470-PLUS GAMING Moderkort - AMD X470 - AMD AM4 socket - DDR4 RAM - ATX,"Moderkort, ATX, AMD AM4 Socket, AMD X470, 2 x PCI-Express x16, Dual DDR4-2666 - 4 x DIMM slots, 6 x SATA-600 / 2 x M.2 NVMe (2242 / 2260 / 2280), USB 3.1 Type A & C, DVI-D / HDMI (stödjer 4K), Realtek 8111H Gigabit LAN, AMD Radeon Graphics stöd (CPU krävs), Realtek ALC887 HD Audio (8-kanaler), stödjer CrossFireX",1938.00,2432,,
2924,QBP,Park Tool PH-1.2 P-Handle Hex Set with Holder,"Park Tool Hex wrenches made from industrial tool steel, hardened and tempered for shop use. Available in Y, L-Shape and folding versionsWall Mount does include Hex Tools: 2, 2.5, 3, 4, 5, 6, 8 & 10mmY-Wrenchs not included but easily fit into base of holderHigh-torque industrial steel hexesPrecision chamfered tips for accurate fitErgonomically designed nylon handle fits comfortably in mechanics handMounts easily onto pegboard using minimum space while keeping tools organized",76.95,2432,,
2925,,Cooler Master® MasterMouse MM520 Gaming Mouse 12000 DPI Gaming Mouse,"REAT FOR PERFORMANCE, PERFECT FOR CLAW GRIPSThe MasterMouse MM520 is the successor to the Spawn gaming mouse, improved further for claw grip gamers. Reinforced rubber side grip and a ring finger rest ensure long-lasting comfort during the most heated RTS matches. Our hardware is custom-tailored for the high-speed actions of a first-person shooter or a real-time strategy games, with a Pixart 3360 sensor with 12000 DPI and Omron switches to ensure lag-free precision and input during the longest skirmishes. With performance and comfort, this is a deadly tool in your gaming arsenal.CUSTOMIZED FOR YOUR CLAWThe MM520 is ideal for those who use a claw grip, best for RTS games. Rubber side grip and a ring finger rest ensure higher responsiveness and precision during competition, while an ergonomic body gives long-lasting comfort for those all-night gaming sessions. Perfect for the hectic chaos of RTS games, the MM520 is built to make the most out of your claw grip.A PRECISION SENSOR THAT'S SCARYWe fitted the MM520 with a Pixart 3660 optical sensor with an adjustable DPI up to 12000. That’s a whole lot of DPI, and it ultimately means no lag, no stutter, and no fighting with your mouse in the thick of it. This is a mouse made to ensure your APMs don’t get dragged down.ONE WORD: RUGGED.The MM530 is built to withstand serious punishment. The rubber grip is built to last, and key points on the frame are composed of long-lasting, wear-free PBT plastic, some of the hardest plastic used to build hardware today. Additionally, Omron switches under the buttons are graded for 20 million presses that remain accurate and true through the end.SPECIFICATIONSProduct NameMasterMouse MM520Product ModelSGM-2007-KLON1Grip TypeClaw / PalmMaterialPlastic / RubberColorM14 BlackLED Color16.7 Million RGBSensorPixart PMW-3360 OpticalCPI / DPI4 Levels (100~12,000dpi)Tracking Speed250 ips / 50 gLift Off Distance&lt; ~2mm / AdjustablePolling Rate1000 Hz / 1 msAngle SnappingOn / OffMouse accelerationNoProgrammable Profiles5Processor32 bit ARM Cortex M0On-board Memory512 KBSwitches, LifespanOmron, 20 millionProgrammable buttons6Body coatingMatte UV CoatingConnectorGold-platedCable LengthFlexible Cable, 1.8 MetersDimensions (mm/inch)78.5 x118 x 29.5mm3.09 x 4.65 x 1.16 InchesWeight135 g / 0.3 lbsWeight (without USB Cable)101 g / 0.23 lbsWarranty InformationWarranty2 Year Warranty",647.0,2432,,
2926,,Samsung Compatible MLT-D203L Toner Cartridge,"MLT-D203L - This high quality compatible cartridge replaces the Samsung MLT-D203L toner cartridge and is our in-house “Island Ink-Jet” branded cartridge manufactured to our own specs. This toner cartridge will print approximately 5,000 pages at 5% coverage and is designed to work with the following Samsung printers: ProXpress M3820DW, ProXpress SL-M4070, ProXpress SL-M4020, ProXpress SL-M3820, ProXpress M4070FR, ProXpress SL-M3320ND, ProXpress M3870FW, SL-M3370FD, ProXpress M4020ND, ProXpress SL-M3870Island Ink-Jet compatible MLT-D203L toner cartridges are a cost effective alternative to buying brand new name brand Samsung toner cartridges. Our compatible toner cartridges are guaranteed to contain as much toner as original toner cartridges.In some cases we actually add more toner for increased lifespan!Island Ink-Jet MLT-D203L toner cartridges are manufactured under strict ISO-9001 standards using only the highest quality inputs in order to achieve the highest quality remanufactured toner cartridge.Our MLT-D203L and other ink cartridges & toner cartridges include free shipping on orders over $49 and are covered by our standard 1 year defective product warranty.",69.34,2432,,
2927,,13 Piece Outdoor Furniture Set,Gardeon 13 Piece Outdoor Furniture Set Wicker Sofa LoungeLeisure come easy with our Gardeon Outdoor Furniture Set. Our outdoor set promises luxurious and spacious comfort matched with long-term durability and robust use in any weather condition. With its UV-resistant PE...,"2,174.49",2432,,
2928,,Power Bank TP-LINK TL-PB10000,,89.90,2432,,
2929,INTEL,Intel Core i9-10980XE - Intel® Core™ i9 X-series Extreme Edition - 3 GHz - LGA 2066 - PC - 14 nm - Intel (BX8069510980XE),"Intel® Optane™ Memory SupportedIntel® Optane™ memory is a revolutionary new class of non-volatile memory that sits in between system memory and storage to accelerate system performance and responsiveness. When combined with the Intel® Rapid Storage Technology Driver, it seamlessly manages multiple tiers of storage while presenting one virtual drive to the OS, ensuring that data frequently used resides on the fastest tier of storage. Intel® Optane™ memory requires specific hardware and software configuration.Intel® Turbo Boost TechnologyIntel® Turbo Boost Technology dynamically increases the processor's frequency as needed by taking advantage of thermal and power headroom to give you a burst of speed when you need it, and increased energy efficiency when you don’t.Intel® Hyper-Threading TechnologyIntel® Hyper-Threading Technology (Intel® HT Technology) delivers two processing threads per physical core. Highly threaded applications can get more work done in parallel, completing tasks sooner.Intel® Virtualization Technology (VT-x)Intel® Virtualization Technology (VT-x) allows one hardware platform to function as multiple “virtual” platforms. It offers improved manageability by limiting downtime and maintaining productivity by isolating computing activities into separate partitions.Intel® Virtualization Technology for Directed I/O (VT-d)Intel® Virtualization Technology for Directed I/O (VT-d) continues from the existing support for IA-32 (VT-x) and Itanium® processor (VT-i) virtualization adding new support for I/O-device virtualization. Intel VT-d can help end users improve security and reliability of the systems and also improve performance of I/O devices in virtualized environments.Intel® 64Intel® 64 architecture delivers 64-bit computing on server, workstation, desktop and mobile platforms when combined with supporting software.¹ Intel 64 architecture improves performance by allowing systems to address more than 4 GB of both virtual and physical memory.Instruction SetAn instruction set refers to the basic set of commands and instructions that a microprocessor understands and can carry out. The value shown represents which Intel’s instruction set this processor is compatible with.Instruction Set ExtensionsInstruction Set Extensions are additional instructions which can increase performance when the same operations are performed on multiple data objects. These can include SSE (Streaming SIMD Extensions) and AVX (Advanced Vector Extensions).# of AVX-512 FMA UnitsIntel® Advanced Vector Extensions 512 (AVX-512), new instruction set extensions, delivering ultra-wide (512-bit) vector operations capabilities, with up to 2 FMAs (Fused Multiply Add instructions), to accelerate performance for your most demanding computational tasks.Enhanced Intel SpeedStep® TechnologyEnhanced Intel SpeedStep® Technology is an advanced means of enabling high performance while meeting the power-conservation needs of mobile systems. Conventional Intel SpeedStep® Technology switches both voltage and frequency in tandem between high and low levels in response to processor load. Enhanced Intel SpeedStep® Technology builds upon that architecture using design strategies such as Separation between Voltage and Frequency Changes, and Clock Partitioning and Recovery.Intel® Deep Learning Boost (Intel® DL Boost)A new set of embedded processor technologies designed to accelerate AI deep learning use cases. It extends Intel AVX-512 with a new Vector Neural Network Instruction (VNNI) that significantly increases deep learning inference performance over previous generations.",379590,2432,,
2930,,Park Tool AWS-9.2 Fold-Up Hex Wrench Set,"The Park Tool Fold-Up Hex Wrench Set combines 4, 5 and 6mm hexes, a flat blade screwdriver and a T25 Torx® compatible driver into one convenient fold-up tool. Its multi-position composite handle is comfortable, lightweight, slip-resistant, and 40% stronger than steel handl",9.95,2432,,
2931,,RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail Base,"OVERVIEWTake your mobile entertainment on the road with the new RAM® Torque™ handlebar and rail mounting base. We’ve paired a B-sized 1” rubber ball base that accommodates bars 3/4"" - 1"" in diameter with the dynamic X-Grip® for phones. Sizing inserts are included to provide a snug fit and offer additional protection for the rail. The mount utilizes nylon-insert locknuts to prevent loosening in high vibration environments. This low-profile mount is the perfect way to secure your personal electronics and small accessories in any high-vibration environment. The included X-Grip® cradle has a clean and clever four leg design that sports great holding power without hiding your phone behind foam pads and plastic. The spring loaded X-Grip® cradle expands and contracts, allowing for a perfect custom fit of your cell phone. The perfect complement to the modern sleek interior of today's vehicles, the RAM X-Grip® is the cell phone cradle evolved. The X-Grip® includes a device tether recommended for outdoor applications. The cradle is compatible with handheld devices that will fit the dimensions listed below. It is important to verify the dimensions of your handheld device with a case/sleeve/skin when determining the overall size. HOLDER DIMENSIONSWidth Range: 1.875"" - 3.25""Depth Range: .875"" max CLAMP RANGE.75"" - 1"" diameter SOCKET-TO-SOCKET LENGTH3"" BALL/SOCKET SIZEB Size (1"") WEIGHT CAPACITY2 lbs MATERIALSMarine-grade aluminumHigh strength compositeStainless steelWEIGHT0.79 lbs.",115,2432,,
2932,Swiss Military Hanowa,Swiss Military Hanowa06-4226.30.003.03 Immersion watch,Blue Swiss Made Chrono Diver with DayDate,232.30,2432,,
2933,Jabra,JABRA 2406-820-205 BIZ 2400 II Headset,"JABRA 2406-820-205 BIZ 2400 II MONO 3-1 NC:Flexible 3-in-1 design allows for headband, neckband or ear hook wearing stylePeakStop™ Safe sound and superior hearing protectionTotal comfort with a wide range of styles that match your individual needs and personal fit requirementsHD voice quality audio for crystal clear conversationsNoise canceling microphone reduces unwanted background noiseAir shock microphone reduce unwanted “pops” for better call qualityMulti-device connectivity manage all your calls from one single headsetJabra 360 FreeSpin™ boom reduces likelihood of breaking during adjustmentKevlar® reinforced cords increased toughness for enterprise-class durabilityJabra BIZ 2400 Datasheet",189.0,2432,,
2934,,"RAM® Torque™1 1/8\"" - 1 1/2\"" Diameter Handlebar/Rail Base with 1.5\"" Ball","The RAM® Torque™ handlebar and rail mounting base has a 1.5” rubber ball and accommodates bars 1 1/8” to 1 1/2” in diameter. Sizing inserts are included to provide a snug fit and protection of the rail. The mount utilizes nylon-insert locknuts to prevent loosening in high vibration environments.SpecificationsMounting Base Dimensions: Accommodates rails 1 1/8\"" to 1 1/2\"" in diameter.Material: Powder Coated Marine Grade AluminiumBall: C size 1.5\"" rubberNotesThe \""U\"" in the part number reflects product packaged in poly bag.InstructionsTorque Base Installation Guide Compatible DevicesRelated ProductsVideosWarranty RAM Warranty",4.195E1,2432,,
2935,Jabra,Jabra BIZ 1500 Mono Headset,"The Jabra BIZ 1500 Mono is an Jabra's professional, entry level, low cost telephone headset for all-day conversations.",63.96,2176,,
2936,Garmin,Garmin Vivoactive 010-01985-32 Vívoactive 3 Music Watch,GPS Smartwatch with heartrate monitor,284.00,2432,,
2937,RAM MOUNTS,"RAM 3\"" X 11\"" Rectangle Plate With D Size 2.25\"" Ball - RAM-D-111BU","Description Specs & Features Videos Compatible BaseThe RAM-D-201U, standard size double socket arm, has a socket at both ends that accommodates 2.25\"" ball bases. A single spring inside the arm opens the end sockets, allowing you to pivot the ball and socket connection. This socket technology allows for almost infinite adjustment and perfect viewing angles.Material:Powder Coated Marine Grade AluminumBall Size:2.25\"" Rubber Ball \""D\"" SizeNote:The \""U\"" in the part number reflects product packaged in poly bag.Weight:2.6 lbs.Dimensions:Overall Length: 8.375\""Socket-To-Socket Length: 6.5625\""RAM Double Socket Arm for 2.25\"" Ball BasesRAM® Mounts: Ball Sizes & Weight CapacitiesRAM 3.68\"" Diameter Round Plate With D Size 2.25\"" Ball - RAM-D-202URAM 4.75\"" Square VESA Plate With D Size 2.25\"" Ball - RAM-D-246URAM D Size 2.25\"" Ball On Round Plate With AMPS Hole Pattern - RAM-D-254URAM 4.75\"" Square VESA Plate With D Size 2.25\"" Ball & Steel Reinforcement - RAM-D-246U-IN1RAM 2\"" To 2.5\"" Rail Clamp Base With D Size 2.25\"" Ball - RAM-D-271U-2RAM 75mm X 75mm VESA 3.625\"" Plate With D Size 2.25\"" Ball - RAM-D-2461URAM 3.6\"" X 2.1\"" 35mm X 75mm VESA Plate With D Size 2.25\"" Ball - RAM-D-2462URAM D Size 2.25\"" Ball On Rectangular Plate With 1.5\"" X 4.5\"" 4-Hole Pattern - RAM-D-202U-25RAM 50mm X 100mm Half VESA Plate Adapter With D Size 2.25\"" Ball - RAM-D-243URAM 3\"" X 11\"" Rectangle Plate With D Size 2.25\"" Ball - RAM-D-111BU",62.49,2432,,
2938,,Deore XT 6-Bolt Ice-Tech Rotor (203mm),"Shimano's XT Ice-Tech rotors use a 3-layer sandwich of steel, aluminum and steel which reduces the temperature of the braking surface. This means quieter braking, and more importantly, less fade on...",65.99,1650,,
2939,,POKÉMON TCG Sword and Shield- Darkness Ablaze Booster Pack,"The velvet night glows, burns, and blazes astoundingly bright as the Legendary Pokémon Eternatus arrives as a Pokémon V alongside Centiskorch V, Crobat V, Salamence V, and many others. You’ll also find towering Pokémon VMAX in their Gigantamax forms: Charizard VMAX, Grimmsnarl VMAX, Butterfree VMAX, and more! Light a fire with the Pokémon TCG: Sword & Shield—Darkness Ablaze expansion!• Over 185 cards• Dozens of recently discovered Pokémon from the Galar region• 14 powerful Pokémon V and 7 enormous Pokémon VMAX• More than 15 Trainer cards and 3 new Special Energy cards• 10 cards per booster",6,1651,,
2940,,Corsair Vengeance LPX 32GB 2x 16GB DDR4 3200MHz C16 RAM | Discount Computer Needs,"View and shop for Corsair Vengeance LPX 32GB 2x 16GB DDR4 3200MHz C16 RAM, Memory RAM, and many more products at Discount Computer Needs.",241.95,1652,,
2941,,Ubiquiti UniFi Video Camera G3 PRO UVC-G3-PRO Ubiquiti,,255.00,1653,,
2942,,"Samsung CF390 27"" 4ms HDMI Curved Monitor","Samsung CF390 27"" 4ms HDMI Curved Monitor",175.88,1654,,
2943,,TAG HEUER CARRERA CALIBRE 16,		SIZE	41 mm			WATER RESISTANCE	100 M			BODY CASE	Polished steel	,0,1655,,
2944,,"SEIKO PROSPEX \""Save The Ocean\"" Solar Tuna Diver's 200M SNE518P1",,345.00,1656,,
2945,SHIMANO,"SHIMANO Ultegra Di2 RD-R8050 Rear Derailleur Gray, Long","Shimano's refinements to the latest Ultegra Di2 group are truly remarkable, and while we always fancy a full Dura-Ace build, we'd be hard pressed to decipher a difference in performance. That makes sense since Ultegra gets Dura Ace trickle down technology, and for rear derailleurs, the RD-R8050 borrows heavily from the firm's top-end Dura-Ace RD-R9150--including the low profile Shadow design. This profile places it closer inbound to the frame and tucks the derailleur under the cassette. This pro",194.99,1657,,
2946,,"UVC-G3-FLEX-3Ubiquiti UniFi Video Camera, G3, Flex 3 pack",,26.27,1658,,
2947,,SRT3000RMXLI Smart-UPS SRT 3000VA/2700W 230V Rack 2U,,12340.00,1659,,
2948,,RAM 3-1/4 INCH DIAMETER SUCTION CUP BASE WITH TWIST LOCK,"The RAM-B-224-1U consists of a 3.25 inch twist lock suction cup base that is connected to the (RAM-B-238U), diamond base with 1 inch rubber ball. The suction cup is designed to have an extra strong hold on any smooth non-porous surface, but for best result, mount the suction cup on a glass or non-porous plastic surface.",17.5,1660,,
2949,,Gigabyte GeForce RTX 2080 SUPER GAMING 8GB OC,,3599,1661,,
2950,,Epson Blæk T9454 XL Yellow,"DURABrite Pro, inntil 5000 sider, for WorkForce Pro 52XX/57XX",695.00,1662,,
2951,Corsair,Corsair ML140 140mm PWM Premium Magnetic Levitation Fan - Twin Pack,"Product InformationIf NASA Designed a Computer Case Fan &ndash; This Would Be ItCorsair ML Series of PWM fans magnetic levitation technology and custom engineered rotors provide unrivaled performance and low noise. Thanks to its innovative design, the ML Series fans delivers both high static pressure and high air flow for a superior fan experience.Magnetic BearingHarnesses magnetic levitation technology to provide lower noise, higher performance, and a longer lifespan.Custom Rotor DesignDelivers the perfect balance between high static pressure and high airflow, operating flawlessly in the most challenging environments Extensive Control RangeA 1,600 RPM PWM control range gives you total control between low noise and absolute performance. With a 1,600 RPM PWM control range, The ML Series fans deliver total control between low noise and airflow without compromise.Contents and SpecificationsPackage contents(x2) ML140 140mm PWM Premium Magnetic Levitation FanFan mounting screwsSystem RequirementsMotherboard with an open standard 4-pin fan connectorShow more;",33.97,1663,,
2952,,New Era - Gorra New York Yankees unisex Negra - 9Forty,,19.8,1664,,
2953,,"Crucial BX500 2.5\"" 120 GB Serial ATA III","120 GB, 2.5\"", SATA III, 6.0Gb/s",40.43,1665,,
